Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
lseg netherlands bv,https://permid.org/1-5079710330,LSEG Netherlands BV,92%,Excellent,lseg netherlands,https://permid.org/1-5079710330,LSEG Netherlands BV,92%,Excellent,True,0,0,0,0,0,0
luxottica group spa,https://permid.org/1-4295875513,Luxottica Group SpA,92%,Excellent,luxottica group,https://permid.org/1-4295875513,Luxottica Group SpA,92%,Excellent,True,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,Italy,Italy,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
lvmh moet henn l vuitton se,,,,No Match,lvmh moet henn l vuitton,,,,No Match,False,0,0,0,0,0,0
lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92%,Excellent,lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,"Producers and refiners of agricultural, commodity and specialty chemicals."
madrilena red de gas fin bv,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,92%,Excellent,madrilena red de gas fin,https://permid.org/1-5040246454,Madrilena Red de Gas Finance BV,75%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,Producers and distributors of natural gas.
mapfre sa,https://permid.org/1-4295889568,Mapfre SA,92%,Excellent,mapfre,https://permid.org/1-4295889568,Mapfre SA,92%,Excellent,True,Insurance,Insurance,Financials,Spain,Spain,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
mercialys,https://permid.org/1-4295868628,Mercialys SA,92%,Excellent,mercialy,,,,No Match,False,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
merck financial services gmbh,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,merck financial services,https://permid.org/1-4298412088,Merck Financial Services GmbH,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Germany,Germany,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
merlin properties socimi sa,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,92%,Excellent,merlin properties socimi,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,80%,Good,True,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,Investment trusts that secure interests related to rights on residential and commercial real estate.
metro ag,https://permid.org/1-4295868692,Ceconomy AG,92%,Excellent,metro,https://permid.org/1-4295860645,Metro Inc,92%,Excellent,False,Specialty Retailers,Retailers,Consumer Cyclicals,Germany,Germany,"Retailers operating stores and dealerships focused on a single area. Includes auto part, home improvement, home furnishing, office supply, toy, sporting equipment, book, kitchenware and houseware retailers. Includes also garden centers, car and truck dealerships."
metro finance bv,https://permid.org/1-4296555329,Metro Finance BV,92%,Excellent,metro finance,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63%,Good,metropolitano de lisboa,https://permid.org/1-4296293806,Metropolitano de Lisboa EPE,63%,Good,True,Passenger Transportation Services,Transportation,Industrials,Portugal,Portugal,"Providers of transportation services to passengers via air, ground and sea."
metsa board oyj,https://permid.org/1-4295866436,Metsa Board Oyj,92%,Excellent,metsa board,https://permid.org/1-4295866436,Metsa Board Oyj,92%,Excellent,True,0,0,0,0,0,0
metso corp,https://permid.org/1-4295866484,Neles Oyj,92%,Excellent,metso corp,https://permid.org/1-4295866484,Neles Oyj,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Finland,Finland,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,metso outotec,https://permid.org/1-4295866538,Metso Outotec Corp,64%,Good,True,Construction & Engineering,Industrial & Commercial Services,Industrials,Finland,Finland,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
mohawk capital finance sa,https://permid.org/1-5057810770,Mohawk Capital Finance SA,92%,Excellent,mohawk capital finance,https://permid.org/1-5057810770,Mohawk Capital Finance SA,74%,Good,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
mondelez intl hldgs nether bv,,,,No Match,mondelez intl hldgs nether,,,,No Match,False,0,0,0,0,0,0
mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92%,Excellent,mondi finance,https://permid.org/1-5000682750,Mondi Finance PLC,92%,Excellent,True,Containers & Packaging,Applied Resources,Basic Materials,United Kingdom,United Kingdom,"Manufacturers of containers, as well as providers of packaging services."
mtu aero engines ag,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,mtu aero engines,https://permid.org/1-4295868681,MTU Aero Engines AG,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,Germany,Germany,"Producers of commercial, military and private aircraft and spacecraft. Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry. Includes also manufacturers of satellites."
naturgy capital markets sa,https://permid.org/1-4297561247,Naturgy Capital Markets SA,92%,Excellent,naturgy capital markets,https://permid.org/1-4297561247,Naturgy Capital Markets SA,81%,Good,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
naturgy finance bv,https://permid.org/1-4296948055,Naturgy Finance BV,92%,Excellent,naturgy finance,https://permid.org/1-4296948055,Naturgy Finance BV,60%,Good,True,Natural Gas Utilities,Utilities,Utilities,Netherlands,Netherlands,Producers and distributors of natural gas.
ne property bv,https://permid.org/1-5001425607,NE Property BV,92%,Excellent,ne property,https://permid.org/1-5001425607,NE Property BV,92%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
nederlandse gasunie nv,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,True,0,0,0,0,0,0
nestle finance intl ltd,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,77%,Good,nestle finance intl,https://permid.org/1-5000734981,Nestle Finance International Ltd SA,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
nn group nv,https://permid.org/1-5037450400,NN Group NV,92%,Excellent,nn group,https://permid.org/1-5037450400,NN Group NV,92%,Excellent,True,Insurance,Insurance,Financials,Netherlands,Netherlands,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
nokia oyj,https://permid.org/1-4295866480,Nokia Oyj,92%,Excellent,nokia,https://permid.org/1-4295866480,Nokia Oyj,92%,Excellent,True,Communications & Networking,Technology Equipment,Technology,Finland,Finland,"Manufacturers of telecommunications equipment such as modems, cable decoders, carrier switches, fiber cable, wireless and satellite communication equipment."
nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69%,Good,nortegas energia distribution,https://permid.org/1-4298205141,Nortegas Energia Distribucion SAU,69%,Good,True,Natural Gas Utilities,Utilities,Utilities,Spain,Spain,Producers and distributors of natural gas.
nos sgps,https://permid.org/1-4295886936,NOS SGPS SA,92%,Excellent,nos sgp,,,,No Match,False,Telecommunications Services,Telecommunications Services,Technology,Portugal,Portugal,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
novomatic ag,https://permid.org/1-4297989411,Novomatic AG,92%,Excellent,novomatic,https://permid.org/1-4297989411,Novomatic AG,92%,Excellent,True,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,Austria,Austria,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
nv nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,nv nederlandse gasunie,https://permid.org/1-4295884978,Nederlandse Gasunie NV,92%,Excellent,True,0,0,0,0,0,0
o2 telefonica dtld finanzier,,,,No Match,o2 telefonica dtld finanzier,,,,No Match,False,0,0,0,0,0,0
omv ag,https://permid.org/1-4295859007,OMV AG,92%,Excellent,omv,https://permid.org/1-4295859007,OMV AG,92%,Excellent,True,0,0,0,0,0,0
orange,https://permid.org/1-4295868416,Orange SA,92%,Excellent,orange,https://permid.org/1-4295868416,Orange SA,92%,Excellent,True,Telecommunications Services,Telecommunications Services,Technology,France,France,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
orange sa,https://permid.org/1-4295868416,Orange SA,92%,Excellent,orange,https://permid.org/1-4295868416,Orange SA,92%,Excellent,True,Telecommunications Services,Telecommunications Services,Technology,France,France,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
paccar financial europe bv,https://permid.org/1-4295946639,Paccar Financial Europe BV,92%,Excellent,paccar financial europe,https://permid.org/1-4295946639,Paccar Financial Europe BV,68%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
partnerre ireland finance dac,https://permid.org/1-5051778025,Partnerre Ireland Finance DAC,92%,Excellent,partnerre ireland finance,https://permid.org/1-5051778025,Partnerre Ireland Finance DAC,38%,Possible,True,Banking Services,Banking & Investment Services,Financials,Ireland,Ireland,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
pernod ricard sa,https://permid.org/1-4295867424,Pernod Ricard SA,92%,Excellent,pernod ricard,https://permid.org/1-4295867424,Pernod Ricard SA,92%,Excellent,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,France,France,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages."
petrol dd,https://permid.org/1-4295888326,Petrol dd Ljubljana,12%,Possible,petrol dd,https://permid.org/1-4295888326,Petrol dd Ljubljana,12%,Possible,True,Oil & Gas,Energy - Fossil Fuels,Energy,Slovenia,Slovenia,"Producers, refiners and transporters of raw and refined oil and gas products."
peugeot sa,https://permid.org/1-4295868619,Peugeot Invest SA,36%,Possible,peugeot,https://permid.org/1-4295868619,Peugeot Invest SA,21%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
poste italiane spa,https://permid.org/1-4295875842,Poste Italiane SpA,92%,Excellent,poste italiane,https://permid.org/1-4295875842,Poste Italiane SpA,92%,Excellent,True,Freight & Logistics Services,Transportation,Industrials,Italy,Italy,"Providers of freight and logistics services by all means, such as air, marine and ground."
postnl nv,https://permid.org/1-4295884770,PostNL NV,92%,Excellent,postnl,https://permid.org/1-4295884770,PostNL NV,92%,Excellent,True,Freight & Logistics Services,Transportation,Industrials,Netherlands,Netherlands,"Providers of freight and logistics services by all means, such as air, marine and ground."
prosegur cash sa,https://permid.org/1-5052537751,Prosegur Cash SA,92%,Excellent,prosegur cash,https://permid.org/1-5052537751,Prosegur Cash SA,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
prosegur cia de seguridad sa,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,92%,Excellent,prosegur cia de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,81%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83%,Good,prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
prosegur compania de seguridad sa,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,92%,Excellent,prosegur compania de seguridad,https://permid.org/1-4295889552,Prosegur Compania de Seguridad SA,83%,Good,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Spain,Spain,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
prosus nv,https://permid.org/1-5001167004,Prosus NV,92%,Excellent,prosu,,,,No Match,False,Software & IT Services,Software & IT Services,Technology,Netherlands,Netherlands,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
publicis groupe sa,https://permid.org/1-4295866610,Publicis Groupe SA,92%,Excellent,publicis groupe,https://permid.org/1-4295866610,Publicis Groupe SA,92%,Excellent,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
rai radiotelevisione italiana spa,https://permid.org/1-4296949624,RAI Radiotelevisione Italiana SpA,92%,Excellent,rai radiotelevisione italiana,https://permid.org/1-4296949624,RAI Radiotelevisione Italiana SpA,92%,Excellent,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Italy,Italy,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
reckitt benckiser treasury services bv,https://permid.org/1-5074211269,Reckitt Benckiser Treasury Services (Nederland) BV,59%,Possible,reckitt benckiser treasury services,https://permid.org/1-5000027057,Reckitt Benckiser Treasury Services PLC,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,United Kingdom,United Kingdom,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
red electrica corporacion sa,https://permid.org/1-4295889513,Red Electrica Corporacion SA,92%,Excellent,red electrica corporacion,https://permid.org/1-4295889513,Red Electrica Corporacion SA,80%,Good,True,Electric Utilities & IPPs,Utilities,Utilities,Spain,Spain,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
red electrica financ sau,,,,No Match,red electrica financ,https://permid.org/1-4297190526,Red Electrica Finance Bv,62%,Good,False,0,0,0,0,0,0
redexis gas finance bv,https://permid.org/1-5042223801,Redexis Gas Finance BV,92%,Excellent,redexis gas finance,https://permid.org/1-5042223801,Redexis Gas Finance BV,68%,Good,True,0,0,0,0,0,0
regie autonome des transports parisiens,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,73%,Good,regie autonome des transports parisien,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,13%,Possible,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86%,Good,regie autonome des transports parisiens ratp,https://permid.org/1-4295867592,Regie Autonome des Transports Parisiens EPIC,86%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
relx finance bv,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,relx finance,https://permid.org/1-5046041361,RELX Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
ren finance bv,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,ren finance,https://permid.org/1-5040232111,REN Finance BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
renault sa,https://permid.org/1-4295867385,Renault SA,92%,Excellent,renault,https://permid.org/1-4295867385,Renault SA,92%,Excellent,True,0,0,0,0,0,0
repsol intl finance bv,https://permid.org/1-5000035934,Repsol International Finance BV,92%,Excellent,repsol intl finance,https://permid.org/1-5000035934,Repsol International Finance BV,92%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Producers, refiners and transporters of raw and refined oil and gas products."
resa sa,,,,No Match,resa,,,,No Match,False,0,0,0,0,0,0
richemont international holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,richemont international holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75%,Good,True,0,0,0,0,0,0
richemont intl holding sa,https://permid.org/1-5076925680,Richemont International Holding S.A.,92%,Excellent,richemont intl holding,https://permid.org/1-5076925680,Richemont International Holding S.A.,75%,Good,True,0,0,0,0,0,0
robert bosch gmbh,https://permid.org/1-4295869214,Robert Bosch GmbH,92%,Excellent,robert bosch,https://permid.org/1-4295869214,Robert Bosch GmbH,45%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
robert bosch investnedldbv,,,,No Match,robert bosch investnedld,,,,No Match,False,0,0,0,0,0,0
roche finance europe bv,https://permid.org/1-4296939181,Roche Finance Europe BV,92%,Excellent,roche finance europe,https://permid.org/1-4296939181,Roche Finance Europe BV,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
royal schiphol group nv,https://permid.org/1-5000048708,Royal Schiphol Group NV,92%,Excellent,royal schiphol group,https://permid.org/1-5000048708,Royal Schiphol Group NV,67%,Good,True,Transport Infrastructure,Transportation,Industrials,Netherlands,Netherlands,"Owners and operators of highways, rail tracks, airports, and marine ports."
rte edf transport,,,,No Match,rte edf transport,,,,No Match,False,0,0,0,0,0,0
ryanair dac,https://permid.org/1-5000075993,Ryanair DAC,92%,Excellent,ryanair,https://permid.org/1-4295874870,Ryanair Holdings PLC,50%,Possible,False,Passenger Transportation Services,Transportation,Industrials,Ireland,Ireland,"Providers of transportation services to passengers via air, ground and sea."
safran sa,https://permid.org/1-4295867343,Safran SA,92%,Excellent,safran,https://permid.org/1-4295867343,Safran SA,92%,Excellent,True,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Producers of commercial, military and private aircraft and spacecraft. Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry. Includes also manufacturers of satellites."
sagax euro mtn nl bv,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,92%,Excellent,sagax euro mtn nl,https://permid.org/1-5074857091,Sagax EURO MTN NL BV,71%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
sagess socandgeststdsec,,,,No Match,sagess,https://permid.org/1-4296654560,Gestion Securite de Stocks Securite SA,92%,Excellent,False,0,0,0,0,0,0
sampo oyj,https://permid.org/1-4295866416,Sampo plc,92%,Excellent,sampo,https://permid.org/1-4295866416,Sampo plc,92%,Excellent,True,Insurance,Insurance,Financials,Finland,Finland,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
sanofi sa,https://permid.org/1-4295868215,Sanofi SA,92%,Excellent,sanofi,https://permid.org/1-4295868215,Sanofi SA,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,France,France,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
sap se,https://permid.org/1-5043321284,SAP SE,92%,Excellent,sap,https://permid.org/1-5043321284,SAP SE,92%,Excellent,True,Software & IT Services,Software & IT Services,Technology,Germany,Germany,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
sato oyj,https://permid.org/1-4297219925,Sato Oyj,92%,Excellent,sato,https://permid.org/1-4295879856,Sato Holdings Corp,92%,Excellent,False,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
sbb treasury oyj,https://permid.org/1-5076162463,SBB Treasury Oyj,92%,Excellent,sbb treasury,https://permid.org/1-5076162463,SBB Treasury Oyj,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Finland,Finland,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
schaeffler ag,https://permid.org/1-5045949737,Schaeffler AG,92%,Excellent,schaeffler,https://permid.org/1-5045949737,Schaeffler AG,92%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Germany,Germany,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
schlumberger fin france sas,https://permid.org/1-5050268693,Schlumberger Finance France SAS,92%,Excellent,schlumberger fin france,https://permid.org/1-5050268693,Schlumberger Finance France SAS,58%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations."
schlumberger finance bv,https://permid.org/1-4297665422,Schlumberger Finance BV,92%,Excellent,schlumberger finance,https://permid.org/1-5050268693,Schlumberger Finance France SAS,24%,Possible,False,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Providers of oil and gas drilling and related services, as well as manufacturers of oil related equipment."
schneider electric sa,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
schneider electric se,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,schneider electric,https://permid.org/1-4295866940,Schneider Electric SE,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,France,France,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
ses sa,https://permid.org/1-4295883014,SES SA,92%,Excellent,ses,https://permid.org/1-4295883014,SES SA,18%,Possible,True,Telecommunications Services,Telecommunications Services,Technology,Luxembourg,Luxembourg,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
shell international finance bv,https://permid.org/1-4297475585,Shell International Finance BV,92%,Excellent,shell international finance,https://permid.org/1-4297475585,Shell International Finance BV,92%,Excellent,True,Oil & Gas,Energy - Fossil Fuels,Energy,Netherlands,Netherlands,"Producers, refiners and transporters of raw and refined oil and gas products."
siemens financieringsmaatschappij nv,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92%,Excellent,siemens financieringsmaatschappij,https://permid.org/1-4296784388,Siemens Financieringsmaatschappij NV,92%,Excellent,True,Consumer Goods Conglomerates,Consumer Goods Conglomerates,Consumer Non-Cyclicals,Netherlands,Netherlands,"Large organizations, engaged in multiple business lines within the consumer goods sectors, including non-cyclical consumer goods and cyclical consumer goods."
siemens finanmaatschappij nv,,,,No Match,siemens finanmaatschappij,,,,No Match,False,0,0,0,0,0,0
sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
signify nv,https://permid.org/1-5050986901,Signify NV,92%,Excellent,signify,https://permid.org/1-5050986901,Signify NV,92%,Excellent,True,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,Netherlands,Netherlands,"Builders of residential homes, mobile homes and prefabricated homes, and manufacturers of value-added building products and home improvement components."
simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11%,Possible,simon international finance,https://permid.org/1-5061333138,Simon International Finance GP SARL,11%,Possible,True,0,0,0,0,0,0
six finance luxembourg sa,https://permid.org/1-5076357523,SIX Finance Luxembourg SA,92%,Excellent,six finance luxembourg,https://permid.org/1-5076357523,SIX Finance Luxembourg SA,74%,Good,True,0,0,0,0,0,0
snam spa,https://permid.org/1-4295875615,Snam SpA,92%,Excellent,snam,https://permid.org/1-4295875615,Snam SpA,92%,Excellent,True,0,0,0,0,0,0
sncf mobilites,,,,No Match,sncf mobilite,,,,No Match,False,0,0,0,0,0,0
societe anonyme de gestion des stocks de securite sagess,https://permid.org/1-4296258481,SA De Gestion De Stocks Securite Sagess,81%,Good,societe anonyme de gestion des stocks de securite sage,,,,No Match,False,0,0,0,0,0,0
societe des autoroutes du nord et de l est de la france sanef,https://permid.org/1-5057739178,Societe des Autoroutes du Nord et de l'Est de la France {SANEF},71%,Good,societe des autoroutes du nord et de l est de la france sanef,https://permid.org/1-5057739178,Societe des Autoroutes du Nord et de l'Est de la France {SANEF},71%,Good,True,0,0,0,0,0,0
societe des autoroutes paris rhin rhone aprr,,,,No Match,societe des autoroutes paris rhin rhone aprr,,,,No Match,False,0,0,0,0,0,0
societe fonciere lyonnaise sa,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92%,Excellent,societe fonciere lyonnaise,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
