Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
unilever finance netherlands bv,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92.00%,Excellent,unilever finance netherlands,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,69.00%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
whirlpool finance luxembourg sarl,https://permid.org/1-5052151291,Whirlpool Finance Luxembourg SARL,92.00%,Excellent,whirlpool finance luxembourg,https://permid.org/1-5052151291,Whirlpool Finance Luxembourg SARL,52.00%,Possible,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
wizz air finance company bv,https://permid.org/1-5076170784,Wizz Air Finance Company BV,92.00%,Excellent,wizz air finance company,https://permid.org/1-5076170784,Wizz Air Finance Company BV,92.00%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
wpp finance sa,https://permid.org/1-4297937496,WPP Finance SA,92.00%,Excellent,wpp finance,https://permid.org/1-4296994496,WPP Finance (UK),43.00%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
wurth finance international bv,https://permid.org/1-4297959131,Wurth Finance International BV,92.00%,Excellent,wurth finance international,https://permid.org/1-4297959131,Wurth Finance International BV,92.00%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551010.0,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking.",0
anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
anheuser busch inbev nv,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,84.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
anheuser busch inbev nvsa,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,67.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
anheuser busch inbev sanv,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,68.00%,Good,anheuser busch inbev,https://permid.org/1-5051775617,Anheuser Busch Inbev SA,80.00%,Good,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,Belgium,Belgium,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
coca cola hbc finance bv,https://permid.org/1-4296869348,Coca Cola HBC Finance BV,92.00%,Excellent,coca cola hbc finance,https://permid.org/1-5000022650,Coca-Cola HBC Finance PLC,92.00%,Excellent,False,Beverages,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
heineken nv,https://permid.org/1-4295884692,Heineken NV,92.00%,Excellent,heineken,https://permid.org/1-4295884692,Heineken NV,92.00%,Excellent,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,Netherlands,Netherlands,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
pernod ricard sa,https://permid.org/1-4295867424,Pernod Ricard SA,92.00%,Excellent,pernod ricard,https://permid.org/1-4295867424,Pernod Ricard SA,92.00%,Excellent,True,Beverages,Food & Beverages,Consumer Non-Cyclicals,France,France,541010.0,"Brewers, distillers, producers and distributors of beer and malt liquor, wine and distilled liquors, as well as non-alcoholic beverages including water, fruit drinks, sodas and other flavored beverages.",0
air liquide sa,https://permid.org/1-4295926500,Air Liquide Tunisie SA,72.00%,Good,air liquide,https://permid.org/1-4295867366,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,92.00%,Excellent,False,Chemicals,Chemicals,Basic Materials,France,France,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
air liquide sa etexplpgcl,,,,No Match,air liquide,https://permid.org/1-4295867366,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,92.00%,Excellent,False,Chemicals,Chemicals,Basic Materials,France,France,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
akzo nobel nv,https://permid.org/1-4295884730,Akzo Nobel NV,92.00%,Excellent,akzo nobel,https://permid.org/1-4295884730,Akzo Nobel NV,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
arkema sa,https://permid.org/1-4295867361,Arkema SA,92.00%,Excellent,arkema,https://permid.org/1-4295867361,Arkema SA,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,France,France,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
basf se,https://permid.org/1-4295869198,BASF SE,92.00%,Excellent,basf,https://permid.org/1-4295869198,BASF SE,43.00%,Possible,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
borealis ag,https://permid.org/1-4298142340,Borealis AG,92.00%,Excellent,borealis,,,,No Match,False,Chemicals,Chemicals,Basic Materials,Austria,Austria,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
brenntag finance bv,https://permid.org/1-5035396659,Brenntag Finance BV,92.00%,Excellent,brenntag finance,https://permid.org/1-5035396659,Brenntag Finance BV,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
covestro ag,https://permid.org/1-5046707555,Covestro AG,92.00%,Excellent,covestro,https://permid.org/1-5046707555,Covestro AG,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
evonik finance bv,https://permid.org/1-5036394213,Evonik Finance BV,92.00%,Excellent,evonik finance,https://permid.org/1-5036394213,Evonik Finance BV,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
evonik industries ag,https://permid.org/1-5000074393,Evonik Industries AG,92.00%,Excellent,evonik industries,https://permid.org/1-5000074393,Evonik Industries AG,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
henkel ag  co kgaa,https://permid.org/1-4295869260,Henkel AG & Co KgaA,75.00%,Good,henkel ag  co,https://permid.org/1-4295869260,Henkel AG & Co KgaA,66.00%,Good,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
henkel ag kgaa,https://permid.org/1-4295869260,Henkel AG & Co KgaA,70.00%,Good,henkel ag,https://permid.org/1-4295869260,Henkel AG & Co KgaA,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
koninklijke dsm nv,https://permid.org/1-4295884728,Koninklijke DSM NV,92.00%,Excellent,koninklijke dsm,https://permid.org/1-4295884728,Koninklijke DSM NV,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
ks ag,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,ks,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,ks aktiengesellschaft,https://permid.org/1-4295869106,K&S AG,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
lanxess ag,https://permid.org/1-4295870205,Lanxess AG,92.00%,Excellent,lanxess,https://permid.org/1-4295870205,Lanxess AG,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Germany,Germany,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
linde ag,https://permid.org/1-4296772323,Linde Gas GmbH,51.00%,Possible,linde,https://permid.org/1-4295903205,Linde Inc,35.00%,Possible,False,Chemicals,Chemicals,Basic Materials,Austria,Austria,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
linde finance bv,https://permid.org/1-4296717566,Linde Finance BV,92.00%,Excellent,linde finance,https://permid.org/1-4298343230,Linde Finance,92.00%,Excellent,False,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92.00%,Excellent,lyb international finance ii,https://permid.org/1-5050307449,LYB International Finance II BV,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Netherlands,Netherlands,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
solvay sa,https://permid.org/1-4295859421,Solvay SA,92.00%,Excellent,solvay,https://permid.org/1-4295859421,Solvay SA,92.00%,Excellent,True,Chemicals,Chemicals,Basic Materials,Belgium,Belgium,511010.0,"Producers and refiners of agricultural, commodity and specialty chemicals.",1
telecom italia finance sa,https://permid.org/1-5000025337,Telecom Italia Finance SA,92.00%,Excellent,telecom italia finance,https://permid.org/1-5000025337,Telecom Italia Finance SA,92.00%,Excellent,True,Collective Investments,Collective Investments,Financials,Luxembourg,Luxembourg,555010.0,"Listed closed-end investment funds, as well as other funds where participation can be bought and sold as units or shares such as open-ended or mutual funds, exchange-traded funds, exchange traded products, unit trusts and unit investment trusts.",0
nokia oyj,https://permid.org/1-4295866480,Nokia Oyj,92.00%,Excellent,nokia,https://permid.org/1-4295866480,Nokia Oyj,92.00%,Excellent,True,Communications & Networking,Technology Equipment,Technology,Finland,Finland,571020.0,"Manufacturers of telecommunications equipment such as modems, cable decoders, carrier switches, fiber cable, wireless and satellite communication equipment.",0
acs servicios comunicaciones y energia sl,https://permid.org/1-4298343692,ACS Servicios Comunicaciones y Energia SL,92.00%,Excellent,acs servicios comunicaciones y energia,https://permid.org/1-5046720135,"ACS SERVICIOS COMUNICACIONES Y ENERGIA MEXICO, S.A. DE C.V.",59.00%,Possible,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Spain,Spain,522010.0,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation.",1
